buld_nm,승강기번호,주소,고장,고장일자,,sido,sigungu,buld_nm,,,,,,,,
노블레스타워,305-02900,대전광역시 유성구 대학로 34 (봉명동),Y,2013.5.30,,대전광역시,유성구,대학로,,,,,,,,
노블레스타워,305-02900,대전광역시 유성구 대학로 34 (봉명동),Y,2012.1.29,,대전광역시,유성구,대학로,,,,,,,,
자양동성당,143-02108,서울특별시 광진구 능동로4길 13 (자양동),Y,2011.12.13,,서울특별시,광진구,능동로4길,,,,,,,,
이진스카이빌,619-00390,부산광역시 기장군 기장읍 차성서로 158-12 ,Y,2008.2.15,,부산광역시,기장군,기장읍,,,,,,,,
독도수호영화협의회,151-02262,서울특별시 관악구 복은2길 30 (신림동),Y,2014.8.11,,서울특별시,관악구,복은2길,,,,,,,,
광남캐스빌,134-02533,서울특별시 강동구 풍성로61길 10 (둔촌동),Y,2012.8.20,,서울특별시,강동구,풍성로61길,,,,,,,,
포항시청사,790-01270,경상북도 포항시 남구 시청로 1 (대잠동),Y,2011.9.15,,경상북도,포항시,남구,,,,,,,,
서북교회,122-01834,서울특별시 은평구 가좌로 305 (신사동),Y,2012.1.3,,서울특별시,은평구,가좌로,,,,,,,,
가좌한신휴플러스아파트,404-02881,"인천광역시 서구 건지로 402 (가좌동, 가좌한신휴플러스)",Y,2014.3.27,,인천광역시,서구,건지로,,,,,,,,
해밀,560-04035,전라북도 전주시 완산구 강변로 68 (삼천동1가),Y,2010.8.8,,전라북도,전주시,완산구,,,,,,,,
두바이호텔,343-00651,"충청남도 당진시 송악읍 북부산업로 652 , 복운리1-91 두바이호텔 ",Y,2013.5.1,,충청남도,당진시,송악읍,복운리1-91,두바이호텔,,,,,,
(주)이마트동해점,240-00561,강원도 동해시 천곡로 100 (천곡동),Y,2008.3.10,,강원도,동해시,천곡로,,,,,,,,
대구도시철도공사2호선 계명대역,704-04188,대구광역시 달서구 달구벌대로 지하 1140  (신당동),Y,2008.7.25,,대구광역시,달서구,달구벌대로,,,,,,,,
대구도시철도공사2호선 계명대역,704-04187,대구광역시 달서구 달구벌대로 지하 1140  (신당동),Y,2008.6.8,,대구광역시,달서구,달구벌대로,,,,,,,,
대성빌딩,330-04375,충청남도 천안시 동남구 청수로 131 (구성동),Y,2013.8.3,,충청남도,천안시,동남구,,,,,,,,
창우크리스탈,681-01338,울산광역시 중구 학성1길 14 (학성동),Y,2012.4.26,,울산광역시,중구,학성1길,,,,,,,,
명산타운,560-03350,전라북도 전주시 완산구 화산천변로 24 (중화산동2가),Y,2010.6.10,,전라북도,전주시,완산구,,,,,,,,
명산타운,560-03350,전라북도 전주시 완산구 화산천변로 24 (중화산동2가),Y,2010.6.10,,전라북도,전주시,완산구,,,,,,,,
일마레모텔,770-00282,경상북도 영천시 옛군청2길 10 (문내동),Y,2011.5.9,,경상북도,영천시,옛군청2길,,,,,,,,
월성코오롱하늘채1단지,704-04491,대구광역시 달서구 조암남로16길 19 (월성동),Y,2014.5.6,,대구광역시,달서구,조암남로16길,,,,,,,,
월성코오롱하늘채1단지,704-04445,대구광역시 달서구 조암남로16길 19 (월성동),Y,2011.7.27,,대구광역시,달서구,조암남로16길,,,,,,,,
월성코오롱하늘채1단지,704-04442,대구광역시 달서구 조암남로16길 19 (월성동),Y,2011.6.3,,대구광역시,달서구,조암남로16길,,,,,,,,
(주)코룩스,137-08383,서울특별시 서초구 논현로11길 19 (양재동),Y,2012.10.6,,서울특별시,서초구,논현로11길,,,,,,,,
한화꿈에그린아파트,500-03714,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2014.12.24,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
한화꿈에그린아파트,500-03662,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2014.11.20,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
한화꿈에그린아파트,500-03714,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2012.1.24,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
한화꿈에그린아파트,500-03663,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2009.4.5,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
한화꿈에그린아파트,500-03668,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2008.5.7,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
한화꿈에그린아파트,500-03668,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2008.4.29,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
한화꿈에그린아파트,500-03713,"광주광역시 북구 용주로30번길 60  (용봉동, 한화 꿈에그린 아파트)",Y,2008.2.29,,광주광역시,북구,용주로30번길,꿈에그린,아파트),,,,,,
홍성감리교회,350-00321,충청남도 홍성군 홍성읍 문화로 136 ,Y,2013.10.4,,충청남도,홍성군,홍성읍,,,,,,,,
율리마을주공국민임대아파트,616-01902,부산광역시 북구 화명신도시로 255 (금곡동),Y,2013.7.2,,부산광역시,북구,화명신도시로,,,,,,,,
율리마을주공국민임대아파트,616-01902,부산광역시 북구 화명신도시로 255 (금곡동),Y,2010.8.28,,부산광역시,북구,화명신도시로,,,,,,,,
몬드리안빌딩,153-01472,서울특별시 금천구 두산로5길 48 (가산동),Y,2012.10.18,,서울특별시,금천구,두산로5길,,,,,,,,
대명오피스텔2,530-01727,전라남도 목포시 양을로532번길 23 (상동),Y,2011.3.24,,전라남도,목포시,양을로532번길,,,,,,,,
송도풍림아이원1단지아파트,406-02049,인천광역시 연수구 신송로118번길 6 (송도동),Y,2012.3.17,,인천광역시,연수구,신송로118번길,,,,,,,,
평촌라츠오피스텔,431-02996,경기도 안양시 동안구 부림로 171 (관양동),Y,2008.12.10,,경기도,안양시,동안구,,,,,,,,
미래휴먼빌,134-02962,서울특별시 강동구 풍성로45길 59 (성내동),Y,2010.6.9,,서울특별시,강동구,풍성로45길,,,,,,,,
다성이즈빌,134-03163,서울특별시 강동구 천중로 177 (천호동),Y,2013.2.12,,서울특별시,강동구,천중로,,,,,,,,
GS그린자이1차아파트,500-03490,"광주광역시 북구 양산로71번길 10 (양산동, 지에스그린자이1차아파트)",Y,2010.6.28,,광주광역시,북구,양산로71번길,,,,,,,,
태왕아너스스카이,700-01434,대구광역시 중구 달구벌대로 1975 (대신동),Y,2012.4.19,,대구광역시,중구,달구벌대로,,,,,,,,
VISTA워커힐,143-01708,서울특별시 광진구 워커힐로 177 (광장동),Y,2014.4.30,,서울특별시,광진구,워커힐로,,,,,,,,
대진빌딩,380-01182,충청북도 충주시 갱고개로 150 (연수동),Y,2011.9.15,,충청북도,충주시,갱고개로,,,,,,,,
이토타워,405-02398,인천광역시 남동구 예술로 138 (구월동),Y,2014.5.15,,인천광역시,남동구,예술로,,,,,,,,
비치펠리스,400-01703,"인천광역시 중구 인중로144번길 29 (신생동, 비치팰리스)",Y,2010.7.23,,인천광역시,중구,인중로144번길,,,,,,,,
신포메디칼,400-01704,인천광역시 중구 우현로 47  (신포동),Y,2012.4.12,,인천광역시,중구,우현로,,,,,,,,
(주)LG화학사원아파트,356-00168,충청남도 서산시 대산읍 명지1로 259-14 ,Y,2012.7.27,,충청남도,서산시,대산읍,,,,,,,,
선힐하이뷰아파트,477-00242,경기도 가평군 가평읍 문화로 63 (가평선힐아파트),Y,2013.1.2,,경기도,가평군,가평읍,,,,,,,,
열방세이프아파트,215-00226,강원도 양양군 양양읍 북문길 22-13 (열방세이브아파트),Y,2010.5.25,,강원도,양양군,양양읍,,,,,,,,
삼정프라자,642-02852,경상남도 창원시 성산구 마디미로37번길 5 (상남동),Y,2010.1.30,,경상남도,창원시,성산구,,,,,,,,
삼정프라자,642-02852,경상남도 창원시 성산구 마디미로37번길 5 (상남동),Y,2013.7.10,,경상남도,창원시,성산구,,,,,,,,
삼정프라자,642-02853,경상남도 창원시 성산구 마디미로37번길 5 (상남동),Y,2009.3.31,,경상남도,창원시,성산구,,,,,,,,
폭스모텔,702-02533,대구광역시 북구 동천로 138-14 (동천동),Y,2015.2.16,,대구광역시,북구,동천로,,,,,,,,
계산동E-프라자,407-01761,인천광역시 계양구 도두리로 21 (계산동),Y,2013.7.18,,인천광역시,계양구,도두리로,,,,,,,,
계산동E-프라자,407-01761,인천광역시 계양구 도두리로 21 (계산동),Y,2010.9.1,,인천광역시,계양구,도두리로,,,,,,,,
벽산e-메타폴리스,611-01480,부산광역시 연제구 온천천공원길 4 (거제동),Y,2015.6.29,,부산광역시,연제구,온천천공원길,,,,,,,,
아크리아2차,406-02088,인천광역시 연수구 해돋이로120번길 23 (송도동),Y,2012.7.25,,인천광역시,연수구,해돋이로120번길,,,,,,,,
아크리아2차,406-02087,인천광역시 연수구 해돋이로120번길 23 (송도동),Y,2010.6.12,,인천광역시,연수구,해돋이로120번길,,,,,,,,
아크리아2차,406-02086,인천광역시 연수구 해돋이로120번길 23 (송도동),Y,2011.7.9,,인천광역시,연수구,해돋이로120번길,,,,,,,,
장수빌딩,300-01106,대전광역시 동구 동대전로248번길 19 (가양동),Y,2012.12.24,,대전광역시,동구,동대전로248번길,,,,,,,,
장수빌딩,300-01106,대전광역시 동구 동대전로248번길 19 (가양동),Y,2011.6.13,,대전광역시,동구,동대전로248번길,,,,,,,,
산남푸르지오아파트,361-03214,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2017.4.30,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03212,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2014.9.10,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03221,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2014.10.13,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03218,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2014.6.18,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03212,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2014.1.6,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03191,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2010.11.22,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03191,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2010.11.22,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03191,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2010.11.21,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03192,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2011.1.14,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03220,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2011.5.22,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03218,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2011.11.9,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03210,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2011.8.26,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03210,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2011.8.26,,충청북도,청주시,서원구,,,,,,,,
산남푸르지오아파트,361-03218,충청북도 청주시 서원구 두꺼비로 53 (산남동),Y,2012.3.3,,충청북도,청주시,서원구,,,,,,,,
대덕하이베라스,139-03846,서울특별시 노원구 동일로 1689 (상계동),Y,2011.2.19,,서울특별시,노원구,동일로,,,,,,,,
대덕하이베라스,139-03846,서울특별시 노원구 동일로 1689 (상계동),Y,2011.12.27,,서울특별시,노원구,동일로,,,,,,,,
대덕하이베라스,139-03846,서울특별시 노원구 동일로 1689 (상계동),Y,2011.12.10,,서울특별시,노원구,동일로,,,,,,,,
계룡오피스텔,321-00487,충청남도 계룡시 엄사면 번영로 12 ,Y,2013.6.8,,충청남도,계룡시,엄사면,,,,,,,,
티엠힐아파트,215-00167,강원도 양양군 현북면 동해대로 1269-17 ,Y,2014.11.1,,강원도,양양군,현북면,,,,,,,,
유림노르웨이숲,157-03465,서울특별시 강서구 곰달래로 96 (화곡동),Y,2014.10.27,,서울특별시,강서구,곰달래로,,,,,,,,
청소년수련관,770-00269,경상북도 영천시 운동장로 92 (교촌동),Y,2008.12.20,,경상북도,영천시,운동장로,,,,,,,,
원당동문굿모닝힐아파트,404-01928,인천광역시 서구 원당대로820번길 3 (당하동，동문굿모닝힐아파트),Y,,,인천광역시,서구,원당대로820번길,,,,,,,,
당진대우이안아파트,343-00438,충청남도 당진시 무수동7길 78 (읍내동，이안아파트),Y,2012.9.8,,충청남도,당진시,무수동7길,,,,,,,,
정암아파트,130-02403,서울특별시 동대문구 장한로26가길 106 (장안동),Y,2013.1.29,,서울특별시,동대문구,장한로26가길,,,,,,,,
온천동 SK HUB SKY 연결보도육교,607-01994,부산광역시 동래구 중앙대로 1523 (온천동),Y,2012.1.3,,부산광역시,동래구,중앙대로,,,,,,,,
온천동 SK HUB SKY 연결보도육교,607-01995,부산광역시 동래구 중앙대로 1523 (온천동),Y,2013.4.12,,부산광역시,동래구,중앙대로,,,,,,,,
나운홈빌,573-01457,전라북도 군산시 대학로 367 (나운동),Y,2012.3.8,,전라북도,군산시,대학로,,,,,,,,
신기메디오스,701-01622,대구광역시 동구 율하동로28길 54 (신기동),Y,2010.9.24,,대구광역시,동구,율하동로28길,,,,,,,,
신기메디오스,701-01623,대구광역시 동구 율하동로28길 54 (신기동),Y,2011.3.10,,대구광역시,동구,율하동로28길,,,,,,,,
경포빌딩(수모텔),210-01283,강원도 강릉시 창해로 439 (강문동),Y,2011.9.15,,강원도,강릉시,창해로,,,,,,,,
개신푸르지오아파트,361-02700,충청북도 청주시 서원구 신율로 13 (개신동),Y,2016.12.2,,충청북도,청주시,서원구,,,,,,,,
개신푸르지오아파트,361-02737,충청북도 청주시 서원구 신율로 13 (개신동),Y,2016.12.14,,충청북도,청주시,서원구,,,,,,,,
대원레스피아2차아파트,404-01921,인천광역시 서구 가현로 71 (마전동，마전대원레스피아2차아파트),Y,2008.4.28,,인천광역시,서구,가현로,,,,,,,,
화평빌딩,137-07291,서울특별시 서초구 서초중앙로 154 (서초동),Y,2012.7.15,,서울특별시,서초구,서초중앙로,,,,,,,,
삼풍빌딩,331-01097,충청남도 천안시 서북구 성정중5길 13 (성정동),Y,2010.4.17,,충청남도,천안시,서북구,,,,,,,,
필모텔,220-01848,강원도 원주시 북원로2485번길 5 (우산동),Y,2008.7.18,,강원도,원주시,북원로2485번길,,,,,,,,
만덕빌딩,706-02896,대구광역시 수성구 수성로 82 (상동),Y,2013.2.24,,대구광역시,수성구,수성로,,,,,,,,
한국철도공사부산지사밀양역,627-00375,경상남도 밀양시 중앙로 62  (가곡동),Y,2008.7.27,,경상남도,밀양시,중앙로,,,,,,,,
우경메디프라자,472-03295,경기도 남양주시 진접읍 장현천로 28 ,Y,2012.8.14,,경기도,남양주시,진접읍,,,,,,,,
산본2차e-편한세상아파트,435-02845,경기도 군포시 금산로 47 (산본동),Y,2008.7.26,,경기도,군포시,금산로,,,,,,,,
성림빌딩,704-03658,대구광역시 달서구 이곡서로 70 (이곡동),Y,2012.2.20,,대구광역시,달서구,이곡서로,,,,,,,,
방배아크로리버,137-06483,서울특별시 서초구 방배중앙로 207-10 (방배동),Y,2008.8.28,,서울특별시,서초구,방배중앙로,,,,,,,,
대치포스코더샵,135-10101,서울특별시 강남구 삼성로 417 (대치동),Y,2015.11.18,,서울특별시,강남구,삼성로,,,,,,,,
제일효요양병원,703-00641,대구광역시 서구 북비산로 250 (평리동),Y,2010.8.30,,대구광역시,서구,북비산로,,,,,,,,
제일효요양병원,703-00612,대구광역시 서구 북비산로 250 (평리동),Y,2011.9.15,,대구광역시,서구,북비산로,,,,,,,,
제일효요양병원,703-00612,대구광역시 서구 북비산로 250 (평리동),Y,2011.9.15,,대구광역시,서구,북비산로,,,,,,,,
대흥빌딩,361-02760,충청북도 청주시 서원구 1순환로674번길 66 (사창동),Y,2010.3.26,,충청북도,청주시,서원구,,,,,,,,
진광감리교회,403-03560,인천광역시 부평구 장제로126번길 19 (부평동),Y,2010.12.19,,인천광역시,부평구,장제로126번길,,,,,,,,
동흥남주공아파트,573-01723,전라북도 군산시 동흥남길 9 (동흥남동),Y,2013.1.3,,전라북도,군산시,동흥남길,,,,,,,,
명성프라자,560-03736,전라북도 전주시 완산구 꽃밭정로 50 (평화동1가),Y,2014.1.18,,전라북도,전주시,완산구,,,,,,,,
대성빌딩,429-03673,경기도 시흥시 삼미시장4길 18-1 (신천동),Y,2009.6.26,,경기도,시흥시,삼미시장4길,,,,,,,,
금광삼성아파트,573-00792,전라북도 군산시 대학로 116 (금광동),Y,2014.4.11,,전라북도,군산시,대학로,,,,,,,,
그랜드캐슬(102동),702-02627,대구광역시 북구 침산남로32길 16-1 (침산동),Y,2011.9.15,,대구광역시,북구,침산남로32길,,,,,,,,
호일빌딩,730-02487,경상북도 구미시 인동36길 5 (구평동),Y,2011.9.15,,경상북도,구미시,인동36길,,,,,,,,
쇼핑몰나비,134-02382,서울특별시 강동구 천호대로157길 14 (천호동),Y,2013.12.25,,서울특별시,강동구,천호대로157길,,,,,,,,
강동SK허브진,134-02688,서울특별시 강동구 천호대로 1092 (성내동),Y,2017.3.2,,서울특별시,강동구,천호대로,,,,,,,,
오창중앙하이츠아파트,363-00689,충청북도 청주시 청원구 오창읍 오창중앙로 28 ,Y,2016.10.9,,충청북도,청주시,청원구,,,,,,,,
오창중앙하이츠아파트,363-00691,충청북도 청주시 청원구 오창읍 오창중앙로 28 ,Y,2017.7.8,,충청북도,청주시,청원구,,,,,,,,
오창중앙하이츠아파트,363-00767,충청북도 청주시 청원구 오창읍 오창중앙로 28 ,Y,2015.12.2,,충청북도,청주시,청원구,,,,,,,,
드림시티,406-02154,인천광역시 연수구 컨벤시아대로 81 (송도동),Y,2016.7.25,,인천광역시,연수구,컨벤시아대로,,,,,,,,
드림시티,406-02156,인천광역시 연수구 컨벤시아대로 81 (송도동),Y,2014.5.26,,인천광역시,연수구,컨벤시아대로,,,,,,,,
드림시티,406-02153,인천광역시 연수구 컨벤시아대로 81 (송도동),Y,2013.7.23,,인천광역시,연수구,컨벤시아대로,,,,,,,,
새롬빌,440-01854,경기도 수원시 장안구 파장로 112-13 (파장동),Y,2013.3.10,,경기도,수원시,장안구,,,,,,,,
수인빌딩,100-04179,서울특별시 중구 서애로3길 16 (필동3가),Y,2013.6.27,,서울특별시,중구,서애로3길,,,,,,,,
캐슬렉스,137-06384,서울특별시 서초구 방배로32길 105 (방배동),Y,2011.9.23,,서울특별시,서초구,방배로32길,,,,,,,,
상아빌딩,702-02828,대구광역시 북구 호국로43길 8-18 (서변동),Y,2011.11.29,,대구광역시,북구,호국로43길,,,,,,,,
부암스카이뷰아파트,110-02623,서울특별시 종로구 창의문로 166 (부암동),Y,2010.11.16,,서울특별시,종로구,창의문로,,,,,,,,
현대빌라,561-01996,전라북도 전주시 덕진구 오송1길 13-17 (송천동1가),Y,2015.8.16,,전라북도,전주시,덕진구,,,,,,,,
서울통합민자역사(서울역),140-01877,서울특별시 용산구 한강대로 405 (동자동),Y,2013.7.15,,서울특별시,용산구,한강대로,,,,,,,,
서울통합민자역사(서울역),140-01908,서울특별시 용산구 한강대로 405 (동자동),Y,2008.12.31,,서울특별시,용산구,한강대로,,,,,,,,
구포삼정그린코아아파트,616-00991,부산광역시 북구 백양대로1016번길 10 (구포동，삼정그린코아아파트),Y,2016.6.8,,부산광역시,북구,백양대로1016번길,,,,,,,,
월계삼호4차아파트,139-05917,서울특별시 노원구 마들로 127 (월계동),Y,2017.6.26,,서울특별시,노원구,마들로,,,,,,,,
월계삼호4차아파트,139-01193,서울특별시 노원구 마들로 127 (월계동),Y,2010.12.25,,서울특별시,노원구,마들로,,,,,,,,
월계삼호4차아파트,139-01192,서울특별시 노원구 마들로 127 (월계동),Y,2012.3.19,,서울특별시,노원구,마들로,,,,,,,,
봉선금호2차아파트,503-00144,"광주광역시 남구 봉선로 134  (봉선동, 금호2차아파트)",Y,2011.1.15,,광주광역시,남구,봉선로,,,,,,,,
봉선금호2차아파트,503-00146,"광주광역시 남구 봉선로 134  (봉선동, 금호2차아파트)",Y,2010.5.16,,광주광역시,남구,봉선로,,,,,,,,
현대백화점 본점,135-08129,서울특별시 강남구 압구정로 165 (압구정동),Y,2013.8.4,,서울특별시,강남구,압구정로,,,,,,,,
화정금호2차아파트,502-00023,"광주광역시 서구 염화로57번길 19 (화정동, 금호타운2차아파트)",Y,2010.10.14,,광주광역시,서구,염화로57번길,,,,,,,,
화정금호2차아파트,502-00025,"광주광역시 서구 염화로57번길 19 (화정동, 금호타운2차아파트)",Y,2011.3.17,,광주광역시,서구,염화로57번길,,,,,,,,
화정금호2차아파트,502-00020,"광주광역시 서구 염화로57번길 19 (화정동, 금호타운2차아파트)",Y,2010.7.15,,광주광역시,서구,염화로57번길,,,,,,,,
화정금호2차아파트,502-00017,"광주광역시 서구 염화로57번길 19 (화정동, 금호타운2차아파트)",Y,2010.10.8,,광주광역시,서구,염화로57번길,,,,,,,,
화정금호2차아파트,502-00023,"광주광역시 서구 염화로57번길 19 (화정동, 금호타운2차아파트)",Y,2011.1.21,,광주광역시,서구,염화로57번길,,,,,,,,
홈플러스 스토어즈,158-01760,서울특별시 양천구 목동서로 170 (목동),Y,2010.8.4,,서울특별시,양천구,목동서로,,,,,,,,
한나여성병원,561-01673,전라북도 전주시 덕진구 기린대로 489 (덕진동1가),Y,2012.7.6,,전라북도,전주시,덕진구,,,,,,,,
다솜찬마을(102동),764-00013,경상북도 영양군 영양읍 군청길 11 ,Y,2011.7.2,,경상북도,영양군,영양읍,,,,,,,,
오즈모텔,130-01851,서울특별시 동대문구 약령시로 80 (제기동),Y,2014.7.28,,서울특별시,동대문구,약령시로,,,,,,,,
트윈타워2,151-02531,서울특별시 관악구 관천로 93 (신림동),Y,2012.4.26,,서울특별시,관악구,관천로,,,,,,,,
예지보금자리아파트,158-02909,"서울특별시 양천구 오목로29길 25 (신정동, 예지보금자리)",Y,2010.9.11,,서울특별시,양천구,오목로29길,,,,,,,,
초록마을2단지,302-04785,대전광역시 서구 복수동로 21-20 (복수동),Y,2016.3.28,,대전광역시,서구,복수동로,,,,,,,,
부산세관(생활관),611-01592,부산광역시 연제구 거제천로269번길 9 (거제동),Y,2014.5.29,,부산광역시,연제구,거제천로269번길,,,,,,,,
양지빌딩,137-05355,서울특별시 서초구 서초대로34길 8 (방배동),Y,2011.9.15,,서울특별시,서초구,서초대로34길,,,,,,,,
광명샤인빌,355-00437,충청남도 보령시 한내로터리길 119-11 (동대동),Y,2010.12.11,,충청남도,보령시,한내로터리길,,,,,,,,
KORAIL 안양역,430-02722,경기도 안양시 만안구 만안로 232 (안양동),Y,2008.8.5,,경기도,안양시,만안구,,,,,,,,
한국수자원공사 전남지역본부,502-02962,광주광역시 서구 상무중앙로78번길 4 (치평동),Y,2015.11.30,,광주광역시,서구,상무중앙로78번길,,,,,,,,
청령포모텔,230-00021,강원도 영월군 영월읍 청령포로 48 ,Y,2010.6.1,,강원도,영월군,영월읍,,,,,,,,
정원빌딩,305-01497,대전광역시 유성구 은구비남로 41 (지족동),Y,2013.7.24,,대전광역시,유성구,은구비남로,,,,,,,,
청림쉐르빌,135-10559,서울특별시 강남구 논현로153길 42 (신사동),Y,2011.7.21,,서울특별시,강남구,논현로153길,,,,,,,,
병점신한에스빌1단지아파트,445-02219,"경기도 화성시 병점3로 53  (병점동, 신한에스빌1단지)",Y,2008.4.19,,경기도,화성시,병점3로,,,,,,,,
행복빌딩,405-02708,인천광역시 남동구 논고개로 301 (도림동),Y,2011.5.9,,인천광역시,남동구,논고개로,,,,,,,,
행복빌딩,405-02708,인천광역시 남동구 논고개로 301 (도림동),Y,2011.12.9,,인천광역시,남동구,논고개로,,,,,,,,
성북삼능스페이스향,139-04574,서울특별시 노원구 석계로18길 23 (월계동),Y,2010.8.6,,서울특별시,노원구,석계로18길,,,,,,,,
캐슬골드파크4단지,706-03027,대구광역시 수성구 청수로 261 (황금동),Y,2016.11.19,,대구광역시,수성구,청수로,,,,,,,,
캐슬골드파크4단지,706-03103,대구광역시 수성구 청수로 261 (황금동),Y,2011.3.10,,대구광역시,수성구,청수로,,,,,,,,
블루마운틴,645-01014,"경상남도 창원시 진해구 용원로 37 (용원동, 블루마운틴)",Y,2010.3.24,,경상남도,창원시,진해구,블루마운틴),,,,,,,
트윈스빌딩,200-01459,강원도 춘천시 퇴계로 229 (석사동),Y,2011.9.15,,강원도,춘천시,퇴계로,,,,,,,,
망원목화아파트,121-02438,서울특별시 마포구 망원로 89 (망원동),Y,2013.3.5,,서울특별시,마포구,망원로,,,,,,,,
석계초등학교,136-02274,서울특별시 성북구 한천로58길 273 (석관동),Y,2010.8.13,,서울특별시,성북구,한천로58길,,,,,,,,
예지안파크뷰아파트,121-02796,서울특별시 마포구 방울내로1길 41-14 (망원동),Y,2014.8.6,,서울특별시,마포구,방울내로1길,,,,,,,,
새롬빌딩,680-03313,울산광역시 남구 문수로 296 (옥동),Y,2010.5.7,,울산광역시,남구,문수로,,,,,,,,
대구도시철도공사2호선 강창역사,704-04191,대구광역시 달서구 달구벌대로 지하 1014  (호산동),Y,2008.7.25,,대구광역시,달서구,달구벌대로,,,,,,,,
탄방동미드림,302-05146,대전광역시 서구 탄방로 10 (탄방동),Y,2012.6.29,,대전광역시,서구,탄방로,,,,,,,,
탄방동미드림,302-05146,대전광역시 서구 탄방로 10 (탄방동),Y,2011.6.21,,대전광역시,서구,탄방로,,,,,,,,
교평빌딩,121-02209,서울특별시 마포구 잔다리로7길 16 (서교동),Y,2014.8.6,,서울특별시,마포구,잔다리로7길,,,,,,,,
아카데미스위트,135-10170,"서울특별시 강남구 언주로30길 21  (도곡동, 아카데미스위트)",Y,2011.9.15,,서울특별시,강남구,언주로30길,,,,,,,,
남양그린빌,680-02695,울산광역시 남구 두왕로34번길 38-8 (선암동),Y,2012.7.18,,울산광역시,남구,두왕로34번길,,,,,,,,
대림쌍용강변타운,616-01856,부산광역시 북구 화명신도시로 39 (화명동，대림쌍용강변타운),Y,2010.10.18,,부산광역시,북구,화명신도시로,,,,,,,,
대림쌍용강변타운,616-01947,부산광역시 북구 화명신도시로 39 (화명동，대림쌍용강변타운),Y,2011.1.26,,부산광역시,북구,화명신도시로,,,,,,,,
신영프라자,331-02488,충청남도 천안시 서북구 백석로 118 (백석동),Y,2012.6.16,,충청남도,천안시,서북구,,,,,,,,
공릉신성미소지움아파트,139-03953,서울특별시 노원구 공릉로42길 13-14 (공릉동),Y,2011.7.10,,서울특별시,노원구,공릉로42길,,,,,,,,
숲속의아침,656-01205,경상남도 거제시 용소7길 20 (아주동),Y,2013.5.2,,경상남도,거제시,용소7길,,,,,,,,
맑은수병원,130-03530,서울특별시 동대문구 천호대로83길 44 (장안동),Y,2012.1.22,,서울특별시,동대문구,천호대로83길,,,,,,,,
수유동효성인텔리안,142-01190,서울특별시 강북구 도봉로 313 (수유동),Y,2013.9.12,,서울특별시,강북구,도봉로,,,,,,,,
수유동효성인텔리안,142-01190,서울특별시 강북구 도봉로 313 (수유동),Y,2011.4.20,,서울특별시,강북구,도봉로,,,,,,,,
수유동효성인텔리안,142-01190,서울특별시 강북구 도봉로 313 (수유동),Y,2012.3.17,,서울특별시,강북구,도봉로,,,,,,,,
신화프라자,683-01131,울산광역시 북구 화봉로 58 (연암동),Y,2016.1.14,,울산광역시,북구,화봉로,,,,,,,,
